artist,song,year,lustro,verso_idx,verso_texto,score_AR,score_MO,score_DI,score_PO,score_NA,score_GO,pred_AR,confianza_AR,pred_MO,confianza_MO,pred_DI,confianza_DI,pred_PO,confianza_PO,pred_NA,confianza_NA
Los Tucanes De Tijuana,La Pista Secreta,1996,0,1,¡Jefe nos descubrieron la pista secreta!,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,La Pista Secreta,1996,0,3,Sacó una bolsa de polvo,0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Los Tucanes De Tijuana,La Pista Secreta,1996,0,10,Una avioneta llegaba,0,1,0,0,0,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,La Pista Secreta,1996,0,11,A la sierra sinaloense,0,1,0,0,0,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,La Pista Secreta,1996,0,18,Jefe tenemos problemas,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,La Pista Secreta,1996,0,19,El jefe dice hagan frente,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,La Pista Secreta,1996,0,23,Cayeron dos traficantes,1,0,0,0,0,0,1,0.5788120198877884,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,La Pista Secreta,1996,0,24,Quedaban cuatro nomás,1,0,0,0,0,0,1,0.5788120198877884,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,La Pista Secreta,1996,0,25,Pero cuando llegó el jefe,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,La Pista Secreta,1996,0,27,Señor aquí está la carga,0,1,0,1,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,1,0.5909741664542535,1,0.5378892643889288
Los Tucanes De Tijuana,La Pista Secreta,1996,0,29,Entreguenos el dinero,0,0,1,0,0,0,0,0.3803480594431229,0,0.3636090530868494,1,0.5290923104056693,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,La Pista Secreta,1996,0,44,No hubiera salvado el flete,0,1,0,0,0,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,Frontera Roja,1996,0,2,Los usan los traficantes,1,0,0,0,0,0,1,0.5788120198877884,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,Frontera Roja,1996,0,3,Judiciales y federales,0,0,0,0,0,2,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,Frontera Roja,1996,0,4,Frontera Roja le llaman,0,1,0,0,0,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,Frontera Roja,1996,0,6,La ley combate las drogas,0,0,0,0,0,1,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,Frontera Roja,1996,0,9,En esa frontera roja,0,1,0,0,0,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,Frontera Roja,1996,0,11,Para cruzar hierva y coca,0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Los Tucanes De Tijuana,Frontera Roja,1996,0,12,La mafia tira a matar,1,0,0,0,0,1,1,0.5788120198877884,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,Frontera Roja,1996,0,19,Sé que no es un buen camino,0,1,0,0,0,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,Frontera Roja,1996,0,30,La ley con ellos copera,0,0,0,0,0,1,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,El Poblano,1996,0,17,Y arriba toda mi gente,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,El Poblano,1996,0,20,Que para toda su gente,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,El Poblano,1996,0,22,Que gente como Reinaldo,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,Manuel Caro Carrillo,1996,0,11,Que lo querían matar.,1,0,0,0,0,0,1,0.5788120198877884,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,Manuel Caro Carrillo,1996,0,16,Les cayeron varios hombres,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,Manuel Caro Carrillo,1996,0,30,Manuel jalaba la banda,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,Manuel Caro Carrillo,1996,0,33,Pero las mujeres mas,0,0,1,0,0,0,0,0.3803480594431229,0,0.3636090530868494,1,0.5290923104056693,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,Manuel Caro Carrillo,1996,0,34,No le importaba el dinero,0,0,1,0,0,0,0,0.3803480594431229,0,0.3636090530868494,1,0.5290923104056693,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,Manuel Caro Carrillo,1996,0,40,Rafa y Manuel a balazos,1,0,0,0,0,0,1,0.5788120198877884,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,La Recompensa,1996,0,6,Ofrecen cinco millones,0,0,1,0,0,0,0,0.3803480594431229,0,0.3636090530868494,1,0.5290923104056693,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,La Recompensa,1996,0,21,Se ha sabido defender,1,0,0,0,0,0,1,0.5788120198877884,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,La Recompensa,1996,0,23,Toditos los de la ley,0,0,0,0,0,1,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,La Recompensa,1996,0,28,Dos bandas de traficantes,1,0,0,0,0,0,1,0.5788120198877884,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,La Recompensa,1996,0,35,Y no ser un rico muerto,1,0,0,0,0,0,1,0.5788120198877884,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,El Charro De Culiacán,1996,0,3,Pero ni el polvo le vieron,0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Los Tucanes De Tijuana,El Charro De Culiacán,1996,0,11,Le hayan cien kilos de polvo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Los Tucanes De Tijuana,El Charro De Culiacán,1996,0,12,Armas y mucho dinero,1,0,1,0,0,0,1,0.5788120198877884,0,0.3636090530868494,1,0.5290923104056693,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,El Charro De Culiacán,1996,0,13,Donde se encuentra tu jefe?,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,El Charro De Culiacán,1996,0,15,Yo soy el jefe señores,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,El Charro De Culiacán,1996,0,29,Al gobierno americano,0,0,0,0,0,2,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,Clave Privada,1996,0,4,Mi gente se me enloquece,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,Clave Privada,1996,0,5,Cuando le ordenó matar,1,0,0,0,0,0,1,0.5788120198877884,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,Clave Privada,1996,0,7,Mucha gente me humillaba,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,Clave Privada,1996,0,8,Empecé a ganar dinero,0,0,1,0,0,0,0,0.3803480594431229,0,0.3636090530868494,1,0.5290923104056693,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,Clave Privada,1996,0,10,"Ahora me llaman: ""patrón""",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,Clave Privada,1996,0,11,Tengo mi clave privada,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,Clave Privada,1996,0,14,Dos hombres en la cajuela,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,Clave Privada,1996,0,15,Con un cuerno en cada mano,1,0,0,0,0,0,1,0.5788120198877884,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,Clave Privada,1996,0,22,Compran 100 kilos de polvo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Los Tucanes De Tijuana,Clave Privada,1996,0,28,Brindemos por las mujeres,0,0,1,0,0,0,0,0.3803480594431229,0,0.3636090530868494,1,0.5290923104056693,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,Clave Privada,1996,0,34,Pero este gallo es más bravo,0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Los Tucanes De Tijuana,Clave Privada,1996,0,37,Andan buscando la muerte,1,0,0,0,0,0,1,0.5788120198877884,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,El Chapo Guzmán,1996,0,2,Allá agarraron al Chapo,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,El Chapo Guzmán,1996,0,7,El Chapo se hizo famoso,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,El Chapo Guzmán,1996,0,8,Encabezaba un banda,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,El Chapo Guzmán,1996,0,9,De gatilleros mafiosos,1,0,0,0,0,0,1,0.5788120198877884,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,El Chapo Guzmán,1996,0,12,El Chapo tenía conectas,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,El Chapo Guzmán,1996,0,25,Decía el Chapo Guzmán,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,El Chapo Guzmán,1996,0,26,Menos jefe de una banda,0,0,0,2,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.25,0,0.3403122467607918
Los Tucanes De Tijuana,El Chapo Guzmán,1996,0,27,Ni armas me gusta portar,1,0,0,0,0,0,1,0.5788120198877884,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,El Chapo Guzmán,1996,0,36,El Chapo con su poder,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,El Chapo Guzmán,1996,0,39,La ley nunca lo encontró,0,0,0,0,0,1,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Tucanes De Tijuana,El Chapo Guzmán,1996,0,40,Su gente sigue operando,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Tucanes De Tijuana,El Chapo Guzmán,1996,0,41,Así lo ordena el señor,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Los Invasores De Nuevo León,El Último Cartucho,1996,0,1,Allá en lo alto de la sierra,0,1,0,0,0,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Invasores De Nuevo León,El Último Cartucho,1996,0,5,Sin que la ley lo supiera,0,0,0,0,0,1,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Los Invasores De Nuevo León,El Último Cartucho,1996,0,6,Montando un caballo zarco,0,1,0,0,0,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
