artist,song,year,lustro,es_narco_fuerte,subgenero_ia,etiqueta_humana,lyrics
Mi Banda El Mexicano,El Niño Travieso,1997,1995,1,9,,"Pero, qué es lo que quiere este niño travieso
¿Qué te pasa, qué te pasa, qué te pasa?
Hey, hey, hey, hey, hey

Voy llegando a casa
Te tengo mucho miedo
Te tengo mucho miedo
Porque voy a llegar

""Te compro una paleta
Hasta una bicicleta
Te compro camioneta""
Me dice mi mamá

Ay, mamá, ¿cómo estás?
Ay, mamá, ¿cómo estás?
Ay, mamá, ¿cómo estás?
Ay, mamá, ¿cómo estás?

¡Rico!

Hey, hey, hey, hey, hey
Es que mi mamá no sabe lo que yo quiero

Me miras a la cara, me pongo muy nervioso
Si te miro a los ojos, me pones a temblar
Me miras colorado porque quiero llorar
Me siento amarillo, me pongo a temblar

Ay, mamá, ¿cómo estás?
Ay, mamá, ¿cómo estás?
Ay, mamá, ¿cómo estás?
Ay, mamá, ¿cómo estás?

¡Rico!

Te voy a regañar, tú eres muy travieso
""Tú eres muy travieso"", me dice mi mamá
No te voy a pegar, aunque seas travieso
Porque con las chamacas también quieres jugar

Ay, mamá, ¿cómo estás?
Ay, mamá, ¿cómo estás?
Ay, mamá, ¿cómo estás?
Ay, mamá, ¿cómo estás?"
Grupo Laberinto,La Yegua Cebruna,1996,1995,1,12,,"Uha-uha-uha-uha, ja, ja, ja
Ahí le va una de aquellas compadre, échele

A las patas de mi yegua
Jugué toda mi fortuna
Tenía una estrella en la frente
Que brillaba con la luna
Las dos patas eran blancas
Su color, baya cebruna

El contrario era el tordillo
De la hacienda Santa Clara
Y don Roberto era el dueño
Ese señor sí jugaba
Nobillos y yeguas brutas
Dinero el que le llevara

Dos corrales de nobillos
Es lo que pude casarle
50 vacas paridas
Y hay algo más que agregarle
Que al final, jugué mi rancho
Suma muy considerable

Uah
¡Otra más, oiga!

A las 350 no se podían decidir
El tordillo era ligero
Y no había que discutir
Pero mi yegua iba herida
Se reventaba al salir

Se quemaron en la raya
Van de acuerdo los vedores
Salió el tordillo adelante
Siempre han existido errores
Y lo alcanzo la cebruna
Se asombraron los señores

Voy a dar los pormenores
De lo que fue la cebruna
Gano 32 carreras, derrotas no hubo ninguna
Y empato con el tordillo
Defendiendo mi fortuna"
Los Huracanes Del Norte,Clave Privada,1997,1995,1,0,,"Dicen que me andan buscando
Que me quieren agarrar
Ruéguenle a Dios no encontrarme
Porque les puede pesar
Mi gente se me enloquece
Cuando le ordeno matar
Ya mucho tiempo fui pobre
Mucha gente me humillaba
Empecé a ganar dinero
Las cosas están volteadas
Ahora me llaman patrón
Tengo mi clave privada
Yo me paseo por Tijuana
En mi Cheyenne del año
Dos hombres que me acompañan
Con un cuerno en cada mano
De vigilancia dos carros
Por si sucede algo extraño
Voy a seguir trabajando
Mientras tenga compradores
En los Estados Unidos
Allá existen los mejores
Compran cien kilos de polvo
Como comprar unas flores

Quiero mandar un saludo
A toditos los presentes
Amigos que están conmigo
Y también a los ausentes
Brindemos por las mujeres
Las traigo siempre en mi mente
Mi orgullo es ser Sinaloense
Lo digo donde yo quiero
Estado de muchos gallos
Que se encuentran prisioneros
Pero este gallo es más bravo
Les canta en su gallinero
Tengan cuidado, señores
Andan buscando la muerte
El miedo no lo conozco
Para eso no tuve suerte
Soy de arriba de la Sierra
Tierra de puros valientes"
Los Huracanes Del Norte,La Venganza Del Viejito,1997,1995,1,5,,"Un viejito solitario, fue al estado de Guerrero
Para vengar a sus hijos, fue a contratar pistoleros
Ahí se encontró un compadre, que era el padrino de Pedro

Compadre, supe del caso, que sucedió en el Pitayo
Le mataron a mi ahijado, a José Luis y a Fabián
Tengo 15 pistoleros, pa' lo que quiera mandar

Mis hijos eran valientes, también a varios mataron
Si me ayudas a vengarlos, te doy diez mil centenarios
Yo pa' qué quiero el dinero, si ya no puedo abrazarlos

Uy, Compadre

Mandaron una persona, a los Estados Unidos
En un pueblo de Arizona, compró diez cuernos de chivo
Con 60 cargadores, todos los trajo escondidos

Se fueron para El Pitayo, buscando a los criminales
Les pusieron la emboscada, detrás de unos matorrales
Ahí mataron a doce, solo uno pudo escaparse

Un viejito solitario, ya se ha cobrado sus cuentas
Hoy solo espera la muerte, porque esa siempre es pareja
Ahora vive del recuerdo, en el estado de Texas"
Los Cadetes De Linares,Traficantes,1998,1995,1,12,,"Amigos voy a contarles
Pero quiero su atención
Estado de Tamaulipas
Y también de Nuevo Leon

Fueron 4 los valientes
y todos de buena ley
Traficaban la canela
De Reynosa a Monterrey

Los fiscales los detienen
Fortunato no hizo alarde
Pero les decía un fiscal
Vayan y vuelan mas tarde

Traficantes y aduanales
Sus pistolas dispararon
Después de la balacera
Muertos y heridos quedaron

El fiscal Amel Rodriguez
Era hombre no muy dejado
Pero al oir los disparos
Corria como venado

Fortunato fue muy hombre
No se le puede negar
Herido les hizo fuego
No se pudo levantar

Fortunato quedo muero
Y muy grave De La Fuente
A orillas de Cadereyta
Antes de llegar al puente

Vuela, vuela palomita
Hasta que puedas llegar
Avisa a Nuevo Laredo
Lo que acaba de pasar"
Grupo Exterminador,El Diablo De Sinaloa,1996,1995,1,0,,"Soy del mérito Nogales del Estado de Sonora
Dónde se da el Indio Yaki y también el Vacanora
Cuando yo invito seňores no crean que mi bolsa llora
Todos me dicen el diablo y el nombresito me encanta
Y con mi 45 el mas gallito se espanta
Cuando en mí Ram nuevecita me miran quemando llanta

No se quiebren la cabeza adivinando lo que hago
Si ando en troca nuevecita y ando bien en pistolado
No es para vender papitas ni camotes enmielados
Traigo un biper en la bolsa y en mi mano un celular
Es derecho no es pirata como muchos que hay por ahí
Es parte de mí trabajó se los puedo asegurar

La vaca nos da la leche y la gallina los huevos
Eso es lo que ami me sobran para enhierbar a los wueros
Yo tengo los que ellos quieren pero les cuesta dinero
Con esta 45 ya varios me han respetado
No la traigo pa' aser daňo pero eso si tengan cuidado
Porqué las balas que escupe son de calibre pesado

Me gusta ponerle al polvo cuando ando en la borrachera
Otro día qué de estornudó aviento gises pa' fuera
Es que la naríz se tapa cuando hay mucha polvadera
El diablo no se despide nomás se desaparece
Vivo en la sierra en Sonora cómo los gatos monteses
Allá me encuentran paisanos por si algo se les ofrece"
Los Tucanes De Tijuana,Los Juniors,1998,1995,1,0,,"Con escuela y con dinero
A la moda y bien vestidos
Con muy buen vocabulario
Y en un carro deportivo

No aparentan ser personas
Que disfrutan del peligro
Gente joven y muy valiente
Ni se diga enamorados

De una status elegante
Asi son catalogados
Les apodan narco juniors
Por la prensa bautizados

Les achacan muchas cosas
Pero no compruebe nada
Y lo dudo que compruebe
Por que es gente muy pesada

Se apalabran con billetes
Y si no pues con metrallas

Donde quiera los narco juniors
Estan bien reconocidos
Por su gran inteligencia
Dicen que son efectivos

Negocian con puro jefe
Son audaces en su estilo

Una escuadra en la cintura
En el carro un r-15
En la sangre valentia
Y un suspiro en las narices

En la mente unos encargos
Solo esperando que avisen

Barrio logan de san diego
Siempre seras number one
Tienes gente muy valiosa
Osea gente de high class

Arriba todos los juniors"
Los Tucanes De Tijuana,Frontera Roja,1996,1995,1,0,,"Se miran cuernos de chivo
Por todititas las calles
Los usan los traficantes
Judiciales y federales

Frontera Roja le llaman
Por tanta sangre que corre
La ley combate las drogas
Y la mafia se interpone

Por eso es que hay tantas muertes
En esa frontera roja
De todos es trampolín
Para cruzar hierva y coca

La mafia tira a matar
Su territorio es prohibido
No se metan al corral
Porque los cuernan los chivos

Uy, raza

Dicen que la mafia muere
Yo mejor toco madera
Sé que no es un buen camino
La pobreza no es muy buena

""La mafia tiene poder""
Dijo la television
Como es que la judicial
Escolte al pez mayor

Por eso la Federal
Pelea con la del estado
Pero se dice por ahí
Que unas gentes los mandaron

La mafia no tiene fin
La ley con ellos copera
Para encerrar a los grandes
Esa es la mejor manera"
Los Huracanes Del Norte,El Gato Negro,1997,1995,1,12,,"A mi me llaman, el gato negro
Todas las leyes, me buscan ya
Soy peligroso, según lo dicen
Un desalmado, y un criminal

Desde muy chico, me eche a los vicios
Todo lo malo, conozco yo
Conozco todos, los traficantes
Y criminales, de la región

Desde la sierra, allá en Chihuahua
Con carga blanca, viajaba yo
Y entre las barbas, de los sheriffes
Cruzaba aduanas, de migración

Cargas enteras, de hierba buena
Lleve a Chicago, y a Nueva York
Y varias veces, por mala suerte
Caí en las celdas, de la prisión

Allá en Laredo, en una emboscada
Con los sheriffes, me la rife
Me fui por Allice, tirando al norte
Ni de la muerte, yo me acorde

Por San Antonio, pase de noche
Llegando a Houston, no se porque
Los patrulleros, tenían aviso
Y del corral, me les escape

Terrible cárcel, de Kansas City
Famosa cárcel, de San Quintín
De San Antonio, su cárcel nueva
Del quinto piso, me les salí

El gato negro, no se despide
Desaparece, de la región
Cuando me miren, todo de negro
Y ojos borrados, ese soy yo"
Los Invasores De Nuevo León,El Último Cartucho,1996,1995,1,6,,"En un ranchito apartado
Allá en lo alto de la sierra
Vivió un hombre muy aislado
Como si fuera una fiera
Siempre bajaba al poblado
Sin que la ley lo supiera

Montando un caballo zarco
Casi siempre se veía
Tal vez buscaba un cariño
Que tanta falta le hacía
Era la flor más hermosa
De Hacienda Santa María

Su sueño más anhelado
Por fin se le realizó
Y en ancas de su caballo
A esa joven se llevó
Pensó formar su familia
Y no se le concedió

Tenía cuentas pendientes
Con soldados y rurales
El gobierno lo buscaba
Desde que vivían sus padres
Él, por su parte, deseaba
Olvidarse de esos males

Aquella noche de octubre
Los soldados lo rodeaban
Tal vez pensaba rendirse
Y le mataron su amada
Hacía estragos con su rifle
A todo el que divisaba

Esto les va a salir caro
Y nunca van a aprehenderme
Yo no les doy ese gusto
Jamás podrán fusilarme
Con el último cartucho
Yo solo voy a matarme"
Grupo Laberinto,El Comandante,1996,1995,1,6,,"En un avión de la fuerza
De los norteamericanos
De la guerra de Kuwait
Se lo trajeron robado
¡Ay! Qué bonito animal
Nació para andar volando

Un celador de Sonoyta
Lo pasó de contrabando
Entre ropa y cosas viejas
Ah, qué historia de caballo
Parece una fantasía
Pero puedo comprobarlo

Miguel Ángel en Caborca
Todos saben que es muy rico
Contra riesgos lo compró
Para el capricho de su hijo
10 mil dólares pagó
Aunque no tenía registro

Le dicen El Comandante
Porque se cree las batallas
Las cuadras donde él nació
También fueron bombardeadas
Por eso corre tranquilo
De Caborca hasta Ensenada

En Agua Prieta ganó
A un morito pura sangre
Y a la feria de las flores
Lo llevaron a Nogales
Ahí quedó sin correr
Porque no tuvo rivales

Y una vez en Mexicali
Corrió con un palomino
Desde Texas lo trajeron
Eran su dueño dos gringos
600 mil apostaron
De los que son verdecitos

Y a la prueba de Kentucky
Que todos sueñan llegarle
Corriendo contra reloj
Hizo una hazaña muy grande
Dejó un récord espantoso
Que no han podido quitarle

Si ellos hubieran sabido
Lo que de allá se trajeron
Nunca lo hubieran vendido
Y todavía fuera de ellos
Lo bueno siempre han tenido
Pero esta vez no lo hicieron"
Los Huracanes Del Norte,Ranchos Famosos,1997,1995,1,0,,"Sale esa escuadra, que se escucha hasta el Rio Verde
Mientras yo canto este corrido con orgullo
Nací en lo altos de Jalisco esa es mi tierra
Y por fortuna soy del rancho de los yugos

En ese estado hay ranchos, que son famosos
Y hasta el gobierno la piensa, pa' visitarlos
Porque a la buena, son como blancas palomas
Pero a la mala, no respetan federales

Sé que alguien dijo que el sur solo hay canciones
Y que en el norte es donde nacen los corridos
El que lo dijo por el sur no se han paseado
Y mucho menos a Jalisco ha conocido

Por sus veredas te recuerdo hay muchas cruces
De hombres valientes, que se rifaron la vida
Si le contara, las historias de mi tierra
La vida entera, sé que no me alcanzaría

Allá en los altos, por sus valles y el Bajío
Se oyen escuadras, igual que cantar de gallos
Por donde quiera, hay carriles clandestinos
Pues nos encantan, las carreras de caballos

Sé que alguien dijo, que el sur solo hay canciones
Y que en el norte es donde nacen los corridos
El que lo dijo, por el sur no se han paseado
Y mucho menos a Jalisco ha conocido"
Grupo Exterminador,El Dedo,1997,1995,1,0,,"Ahora si con que muy dedo verdad desgraciado
Ya no me pegue
¿Por que soltaste la sopa?!!!
Me obligaron yo quería
Cállate el hocico
¿Como te llamas?, ¿Como te llamas?
Mire le voy a decir la mera neta me llamo le chango
Pues toma chango tu banana ¡¡toma!!

Encerrado en almoloya
Hoy me encuentro prisionero
Porque alguien de mi confianza
Con la ley me puso el dedo
Que se cuide ese marica,
Que lo hayen mis pistoleros

El dedo muy bien sabia
Donde la carga llevaba
La envidia que me tenia
Lo hizo que me traicionara
Ademas de unos billetes
Que el gobierno le pagara

Me agarraron a la mala
Por la culpa del bocón
Toda mi gente lo busca
Pa' cobrarle la traición
Haber si lo que le dieron
Lo disfruta en el panteón

Mi condena va a ser larga
Pues con mucho me torcieron
Diez años en esta celda
De sentencia a mi me dieron
Mi gente sigue mandando
Mi producto al extranjero

Colegas de estos negocios
Cuiden muy bien sus espaldas
Por que donde quiera hay dedos
Listos para una jugada
Se hacen pasar por amigos
Y te dan la puñalada

En almoloya no soy
El único prisionero
Aquí se encuentra salinas
Don edo y cado quintero
Y para no a burrirme
Con ellos me la cotorreo

Ya me dieron el pitazo
Que ya mataron el dedo
Pero antes de ajusticiarlo
Le achicharraron los dedos
Eso que sirva de ejemplo
Para aquellos traicioneros

El orgullo que me queda
Es que aquí en almoloya
No a cualquier chango encierran
Puros gallos de pelea
Este gallo es mexicano
Que pronto cantara fuera"
El As De La Sierra,La Doble Rodado,1998,1995,1,0,,"vas a llevar esta carga
le dice el jefe a modesto
con tu vida me respondes
que todo llegue completo
si aí retenes te los brincas
que solo te lleven muerto

en una doble rodado
del modelo 87
salió dispuesto modesto
a enfrentarse con la muerte
Zeferino por un lado
iva contento y sonriente

allá en Chacala Durango
los estaban esperando
3 pelotones de guachos
estaban desesperados
sevian que venia cargada
aquella doble rodado

su compadre Zeferino
a modesto dijo asi
échele la troca encima
si no será nuestro fin
si nos tiran les contesto
varios vamos a morir

se soltó la balacera
Zeferino le contesta
modesto también tiraba
con certera metralleta
no pudieron detenerlos
la carga llego completa

el jefe espuelas plateadas
ai chequen sus iniciales
también otro chaparrito
el sapo Agustín Gonzales
y modesto y Zeferino
son 4 amigos cabales

ya me despido de todos
soy de bajillos Durango
cundo justen conocerme
nomas avísenme cuando
soy modesto villa real
y los estaré esperando"
Los Tucanes De Tijuana,La Pista Secreta,1996,1995,1,12,,"¿Qué hubole?, ¿quién habla?
¡Jefe nos descubrieron la pista secreta!
¡Maldita sea, hagan frente, voy para allá!

Sacó una bolsa de polvo
Y se dio tres muy aprisa
Le subio tiro a su escuadra
Y se fajó la camisa
Les dijo a sus compañeros
Hay problemas en la pista

Procedente de Colombia
Una avioneta llegaba
A la sierra sinaloense
Donde iba ser descargada
Pero la pista secreta
La judicial encontraba

Ya la estaban descargando
Cuando se oyó una sirena
Los narcos se reportaron
Jefe tenemos problemas
El jefe dice hagan frente
Voy para allá, no se muevan

Empezaron los disparos
Al llegar la judicial
Cayeron dos traficantes
Quedaban cuatro nomás
Pero cuando llegó el jefe
No quedó ni un federal

Señor aquí está la carga
Dijeron los colombianos
Entreguenos el dinero
Por que ya nos retiramos
Pues que tengan un buen viaje
Y al infierno los mandaron

Ninguno era judicial
Eran puro bajadores
Se disfrasaron de leyes
Como en varias ocaciones
Junto con los colombianos
Hacian sus operaciones

El hombre se carcageaban
Y besaba los paquetes
Que mansito me agarraron
No saben con quien se meten
Si no es por el pericazo
No hubiera salvado el flete"
Los Tucanes De Tijuana,El Caqui,1997,1995,1,0,,"Dos enemigos a muerte
En un lugar se encontraron
Carlos traía su pistola
Pedro estaba desarmado
Carlos le dijo: ""Te espero
Quiero que vengas armado""

Pedro salió como un rayo
Y regresó de volada
Pero cuando regresó
No quiso darle la cara
Llegó tirando balazos
Y lo asesinó a la mala

La mecha ya se prendió
No la podrán apagar
Tres armas de alto poder
Buscan a un criminal
Dicen que caiga quien caiga
A Carlos van a vengar

Carlos Ibarra, el Caqui
Así le decía su gente
Tenía poder en la mafia
Por ser muy inteligente
Es el mejor requisito
Para el narcotraficante

A los narcos de San Diego
El Caqui los comandaba
Era el dueño de la droga
Que al otro lado pasaba
La traía de Nayarit
De Culiacán y Tijuana

Tiene que ser a traición
Para matar a un valiente
Se necesita valor
Para matar frente a frente
Vayan cavando una tumba
Alguien tendrá un accidente"
Grupo Exterminador,El Dedo,1997,1995,1,0,,"Ahora si con que muy dedo verdad desgraciado
Ya no me pegue
¿Por que soltaste la sopa?!!!
Me obligaron yo quería
Cállate el hocico
¿Como te llamas?, ¿Como te llamas?
Mire le voy a decir la mera neta me llamo le chango
Pues toma chango tu banana ¡¡toma!!

Encerrado en almoloya
Hoy me encuentro prisionero
Porque alguien de mi confianza
Con la ley me puso el dedo
Que se cuide ese marica,
Que lo hayen mis pistoleros

El dedo muy bien sabia
Donde la carga llevaba
La envidia que me tenia
Lo hizo que me traicionara
Ademas de unos billetes
Que el gobierno le pagara

Me agarraron a la mala
Por la culpa del bocón
Toda mi gente lo busca
Pa' cobrarle la traición
Haber si lo que le dieron
Lo disfruta en el panteón

Mi condena va a ser larga
Pues con mucho me torcieron
Diez años en esta celda
De sentencia a mi me dieron
Mi gente sigue mandando
Mi producto al extranjero

Colegas de estos negocios
Cuiden muy bien sus espaldas
Por que donde quiera hay dedos
Listos para una jugada
Se hacen pasar por amigos
Y te dan la puñalada

En almoloya no soy
El único prisionero
Aquí se encuentra salinas
Don edo y cado quintero
Y para no a burrirme
Con ellos me la cotorreo

Ya me dieron el pitazo
Que ya mataron el dedo
Pero antes de ajusticiarlo
Le achicharraron los dedos
Eso que sirva de ejemplo
Para aquellos traicioneros

El orgullo que me queda
Es que aquí en almoloya
No a cualquier chango encierran
Puros gallos de pelea
Este gallo es mexicano
Que pronto cantara fuera"
Antonio Aguilar,El Dia De San Juan,1997,1995,1,12,,"El 24 de junio
El mero día de San Juan
Un baile se celebraba
Ahí en ese pueblo de Ixtlán

Mikaila desde temprano
Sonriendo le dice a Juan
Por ser el día de tu santo
Al baile me has de llevar

No quiero hacerte el desaire
Pero algo presiento yo
De que esta noche en el baile
Se te amarge la función

Mira Mikaila que te hablo
No le hagas mucho jalón
Que está tentándome el diablo
De echarme al plato a Simon

Llego Mikaila primero
Se puso luego a bailar
Se encontró de compañero
Y al mero rival de Juan

Alegres pasan la horas
Las 12 marca el reloj
Cuando un tiro de pistola
Dos cuerpos atravezó

Vuela, vuela, palomita
Pasa por ese panteón
Donde ha de estar Mikailita
Con su querido Simón"
Banda Sinaloense Los Recoditos,El Nylon,1997,1995,1,0,,"Échele ganas, padrino y compa Noel
Y arriba Guamúchil, Sinaloa, compa

Nací entre gente muy pobre
Donde por todo se sufre
Pero al correr de los años
Logré lo que me propuse
Hoy nadie me alza la voz
No hay nada que me deslumbre

Dicen que soy traficante
Pero no hay quien lo sostenga
Mi gente antes que cantar
Mejor se traga la lengua
Por eso les va a sudar
Para que a mí me detengan

En los Estados Unidos
Tengo a mis mejores clientes
Yo les envío el veneno
Y a mí ellos billetes verdes
Y les seguiré mandando
Mientras la muerte no llegue

Y ahí va un saludo pa' mis compas Chuy y el Pelos
Y arriba Mármol, Sinaloa

Yo traigo un cuerno cortito
Que él es mi fiel compañero
Me gusta siempre andar solo
No ocupo de pistoleros
Porque cuando se ha ofrecido
No se me ha arrugado el cuero

A mí me gusta hablar poco
Cuando se trata de acción
Yo no ocupo abrir el pico
Pa' demostrar mi valor
Me gusta probar con hechos
Que no le temo al panteón

Las armas son mi pasión
Las mujeres mi delirio
Con la Banda Sinaloense
Mil veces me he amanecido
Y con el nylon en la mano
Del sueño yo me he reído

Quisiera decir mi nombre
Pero eso no me conviene
Más nunca olviden que soy
100% sinaloense
Recuerden siempre que el pez
Por su propia boca muere"
Los Huracanes Del Norte,El Cugar Gris,1998,1995,1,5,,"Se escucho ladrar un perro, y alboroto la manda...
Fue al escuchar un motor, allá por Guadalajara
En la colonia y surgentes a las dos de la mañana...

Se despidio de los Sanchez, que son cuñados y amigos...

Voy a llevar otra carga, pa' los Estados Unidos,
Ya me espera de Chicago, Toño y Fello mi sobrino...

Era un Cugar color gris el que Martin manejaba,
En Bermejillo Durango, las cosas se complicaban,
Pues le encontraron el clavo, a la carga que llevaba...

El comandante le dijo te voy a llevar prisionero...

El le contesta sereno, aqui traigo pa librarla,
Mejor hagamos un trato, que usted aquí no a visto nada...

Al estilo mexicano, pronto salieron de acuerdo...

El comandante gustoso juntos con sus elementos,
Vete y que llegues con, bien mas vale libre que preso...

La carga llego a Chicago, contentos están los gringos,
Pues les llego calidad, de la sierra de jalisco,
Y un comandante en Durango, también disfruta lo mismo..."
Vaquero's Musical,Ocho Kilos de Goma,1997,1995,1,5,,"Y no ande quemando a la raza camarada

Con ocho kilos de goma en villa union me agarraron
la llevaba bien clavada en mi sombrero y las botas
por eso los federales no hallaban nada en mi troca

Me subieron en la rampa y se metieron debajo
por mas que la revisaron la droga no la encontraron
el comandante molesto lueguito me interrogaba

Usted pa' donde camina con esas botas tan finas
digame cual es su nombre tambien a que se dedica
con el sombrero y las botas parece que eres artista

Le conteste al comandante de un grupo soy vocalista
y voy para el espinal a recoger a mi esposa
el comandante me dijo que me quitara las botas

Al agacharme poquito mi sombrero se cayó
y al recogerme el sombrero la duda pronto le entro
el comandante fue listo la droga me la encontro

Al quitarme la chamarra la faja me descubria
lo mismo paso en las botas de armadillo que traia
nimodo ya me torcieron maldita la suerte mia"
Chalino Sánchez,El Pitallon,1998,1995,1,0,,"Voy a cantar un corrido me nace del corazon
Son los versos de un amigo muy querido en la region
Virgen Gonzales Quiroz le disen ""El Pitallon""
El rancho Laguna Seca lo vio nacer no lo olvido
Todos los alrededores ""El Pitallon"" es querido
Lo quidan y lo respetan por el modo que a tenido
En la ciudad Hermosillo prisionero lo tomaron
Y despues a Culiacan al Pitallon transladaron
5 anos estuvo preso pero libre lo dejaron
Hoy lo ven pasiar agusto gosando la libertad
Las amistades le sobran porque habla con la verdad
A la gente distinguida la trata con seriedad
Las mujeres y la banda siempre han sido su pasion
Y les dise el Pitallon que le sobra el corazon
Pa quererlas a toditas y sin haser distingsion
Siempre anda muy vien armado con escuadra y portadores
Su cuadril siempre relumbra la quiere pa' los traidores
O pal quien tiente El Gitillo o algunos de sus amores
Se despide el Pitallon con su tejana de lado
Es el hijo del pollero por algo salio aventado
Hijo de tigre pintito se a dicho y se a conprobado"
Banda Sinaloense Los Recoditos,Los Mil Kilos,1997,1995,1,0,,"Anduvo de lava carros
En un tiempo fue bolero
A él le ha gustado el trabajo
Le gusta mucho el dinero
Por eso le echaron ojo
También ha sido bravero

Le miraron las agallas
Para hacer aquel trabajo
Mil kilos de colombiana
Marcel Morales se trajo
De ponerlos en Tijuana
Así le habían hecho el trato

Al salir de Mexicali
Luego le pusieron cola
Aquello todo fue un party
La Federal pensó en mota
""Ay, dame doscientos mil
Y desafanas la bronca""

Ahí te va, Gabinales
Y nos vamos hasta la Palma Jalisco, oiga
¡Auh, juh-juh!

Seis viajes echó de coca
De Mexicali a Tijuana
Pero su suerte fue poca
Un día por la mañana
Le descubrieron la droga
Aún él dormía en cama

Lo conectan con Quintero
Dicen que él es de su banda
Porque era mucho dinero
Lo que de droga cargaba
Marcel Morales sin miedo
Repite: ""yo no sé nada""

En La Mesa de Tijuana
Marcel Morales fue presó
Lleva muchas calentadas
Pero ha guardado silencio
Dice no sabe tonadas
Que su cantar tiene un precio"
Alberto Vázquez,La Carcel de Cananea,1998,1995,1,12,,"Voy a darle un pormenor
De lo que a mí me ha pasado
Voy a darle un pormenor
De lo que a mí me ha pasado
Que me haigan tomado preso
Siendo un gallo tan jugado
Que me haigan tomado preso
Siendo un gallo tan jugado
Me fui para el Agua Prieta
Pa' ver si me conocían
Me fui para el Agua Prieta
Pa' ver si me conocían
Y a las once de la noche
Me aprehendió la policía
Y a las once de la noche
Me aprehendió la policía
Me agarraron los sheriffes
Al estilo americano
Me agarraron los sheriffes
Al estilo americano
Como era hombre de delito
Todos con pistola en mano
Como era hombre de delito
Todos con pistola en mano
La cárcel de Cananea
Está situada en una mesa
La cárcel de Cananea
Está situada en una mesa
Donde yo fui procesado
Por causa de mi torpeza
Donde yo fui procesado
Por causa de mi torpeza
Despedida no les doy
Porque no la traigo aquí
Despedida no les doy
Porque no la traigo aquí
Se la dejé al Santo Niño
Y al Señor de Mapimí
Se la dejé al Santo Niño
Pa' que se acuerden de mí"
Los Tucanes De Tijuana,Manuel Caro Carrillo,1996,1995,1,12,,"Santiago los caballeros
Está bien reconocido
Como el rancho de valientes
Por los tantos que han nacido
Todos han de recordar
A Manuel Caro Carrillo

Lo invitaron a una cena
Para un asunto arreglar
Manuel con gusto aceptó
Lo acompañaban tres mas
Pero el no se imaginaba
Que lo querían matar.

La trampa estaba tendida
Ya no tenían salvacion
En Culiacan Sinaloa
Restaurant del malecon
Les cayeron varios hombres
Matándolos a traición.

Murió Manuel y su hermano
Rafael Caro Carrillo
También el blanco fonseca
Que era su mas fiel amigo
Roberto Fonseca Iribe
También quedó ahi abatido.

Manuel Caro Carrillo
Era hombre muy respetado
Y le tenían mucho miedo
Por eso lo traicionaron
Disparaba con la izquierda
La otra se la balacearon

Manuel jalaba la banda
Por todito Culiacan
Le gustaban los caballos
Pero las mujeres mas
No le importaba el dinero
Tenia para eso y pa mas

El destino está marcado
Y nadie puede cambiarlo
Gil se estrelló en un avion
Cesar murió con Gerardo
Rafa y Manuel a balazos
Cobardes van a pagarlo."
Los Tigres Del Norte,R. Uno,1998,1995,1,5,,"Estaba humeando el tizón
Y es que querían poner caldo
Voy a cantar un corrido
Que no podrán olvidarlo
Y es que atizaban el horno
De la caldera del diablo

Se oyó la voz de R-Uno
Un domingo en la mañana
Cuando le dijo a su gente
""Vamos a pizcar manzana
Ahí les dejo un anticipo
Y nos vemos en Chihuahua""

En la prensa publicaron
Por fuente de una embajada
""En un rancho del desierto
Allá en Búfalo, Chihuahua
Había diez mil toneladas
De la famosa manzana""

Se miró el FBI
En los lugares mentados
También muchos federales
Y unos hombres engañados
Pero al famoso R-Uno
Ni los soldados lo hallaron

El amor es peligroso
Aquí quedó comprobado
Por unos ojos bonitos
La soga le iban pisando
Lo hallaron en Costa Rica
En un castillo muy caro

El horno no está pa bollos
Huele a azufre del infierno
Lo acusan de muchas cosas
Casi me lo estoy creyendo
Yo no miro más que un paso
De la caldera al infierno"
Grupo Exterminador,El Último Viaje,1997,1995,1,5,,"Como alma que lleva el diablo
Iba corriendo a lo wey
En mi Cheyenne del año
Salí desde Monterrey
Con 120 kilos de carga
Iba violando la ley

Llegando a Nuevo Laredo
Me puse luego a pensar
Este es el último viaje
Que a Houston voy a llevar
Tengo dinero de sobra
Ya me voy a retirar

Eso es lo que yo pensaba
Pero mi suerte cambió
En el desierto de Texas
Un narco se me pegó
Quería que yo me parara
Pero ni el polvo me vio

Al ver que no me alcanzaba
Una avioneta me echó
Con cuatro narcos a bordo
Desde el aire disparó
Y en segundos la Cheyenne
Como un setazo quedó

Logré tumbar la avioneta
Con rifle de alto poder
Y por el radio decían
Los agentes de la ley
Que no se escape con vida
El Regio de Monterrey

Me rodearon las patrullas
Disparándome a matar
Del suelo herido de muerte
Pero alcance a despachar
10 narcos para el infierno
Allá me van a esperar

Adiós Cheyenne querida
Nunca te volveré a ver
Recuerdo que en la autopista
Toreaban los de la ley
Adiós Sultana del Norte
Y mi lindo Monterrey

Que viva México entero
Y mi estado Nuevo León
Yo voy derecho al infierno
Y no cumplí la misión
Este es el último viaje
Pero con rumbo al panteón"
