artist,song,year,verso_texto,val_AR,val_MO,val_DI,val_PO,val_NA,val_GO,ia_AR,ia_MO,ia_DI,ia_PO,ia_NA
Voz De Mando,De Corazón Ranchero,2015.0,Mi bendición para todos mando un fuerte abrazo a mi compadre Chapo,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
Faruz Feet,Underdogg,2015.0,convierte en tu patrón mi nombre señor acción budha Vhu Para el,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Millonario,Casco Nazi,2015.0,"""Córrele pa'l chante, avísale a mi jefe pa' que le hable al comandante""",0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,Si Son Bien Jotos ,2006.0,Cuatro metros bajo tierra tapan el olor a muerto,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Huracanes Del Norte,El Mocho Chavez,2006.0,"El mocho Chavez cayo, con diez tiros de pistola",3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Grupo Exterminador,Las Panteras,1996.0,porq se visten de negro les apodan las panteras y les queda el nombresito en verdad son unas fieras no le temen al gobierno y se matan con cualquiera las panters tienen garras y muy filosos colmillos y como estas son humanas traen puro cuerno de chibo los las han enfrentado ninguno ha quedado vivo dicen q una es sinaluence de durango y michuakan tierra de contrabandistas ya se lo imaginaran tres panteras eyerbadas q bonito rujiraaan con un viper en la bolsa celular y unas troconas con pistola en la situra pues se ben retematonas cargan puras ran del ano y se miran muy perronas cuando les ponen retenes por toas las carreteras porq son muy peligrosas poreso la ley copera porq se mochan bonito con lo jefes las panteras son las reinas de la droga yerba goma y heroina tienen muy buenos contactos con la mafia de lachina mientras haiga compradores el trafiq no ternina,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Antonio Aguilar,Valente Quintero,1988.0,Se oyen tiros de pistola,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Antonio Aguilar,Corrido De Arnulfo Gonzalez,1997.0,"Con la pistola en la mano, con la muerte lo amago",3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Huracanes Del Norte,Sangre De Gallo,2000.0,Me gusta tirar balazos,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Los Hermanos Mata,2008.0,Se oyeron cuatro balazos,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Antonio Aguilar,La Güera Chabela,1988.0,Cuatro balazos le dio,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Carlos Y Jose,Jacinto El Tullido,1984.0,suenan balazos a muerte,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Elote El Barbaro,Esto Es México ,2015.0,"gringos, armas, tiros, muertos,",3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Hermanos Garcia,2012.0,Cuatro armas originales,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Peso Pluma,El Chuletas,2021.0,Yo ya porte charola de gobierno fusil largo y arma corta,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Voz De Mando,Estilo Especial,2015.0,"Adictivo pa' la muerte, mi rifle lo proporciona",2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,Arnulfo Gonzalez,2003.0,"Con su pistola en la mano, con la muerte lo amago",3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Pesado,Asesino A Sueldo,2008.0,"Vengo a matar a tu padre, asi dijo el gatillero",2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
"""El Piporro""",Llego Borracho El Borracho,2002.0,"Los dos sacaron pistola, se cruzaron los balazos",3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,Gonzalo Inzunza,2014.0,Y balazos empiezo a tirar,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Antonio Aguilar,Rosita Alvirez,2007.0,"De tres tiros que le dieron, nomás uno era de muerte",3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Antonio Aguilar,Lamberto Quintero,2000.0,"Dos días despúes de su muerte, vuelven a sonar los tiros",3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,Carga Blanca,1998.0,Varios tiros de pistola,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Cadetes De Linares,Pista Secreta,2000.0,"Cayeron dos traficantes, quedando cuatro nomás,",3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0
"""El Piporro""",El Traga Balas,2002.0,"Pa defender al sufrido, pues la pistola, dispara sola,",2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Huracanes Del Norte,El Motor 460,1998.0,"Sonaron cuatro balazos, y la patrulla volaba",2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Valentin Elizalde,118 Balazos,2008.0,60 tiros de cuerno,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Antonio Aguilar,Margarita La De Tijuana,1980.0,Sonaron cuatro balazos,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Cadetes de Linares,Polvo Maldito,1980.0,Y alcanzo a matar a cuatro,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Millonario,"Calle, Alcohol, Sexo y Placer",2015.0,Si es hora de matar yo soy el arma mortal,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,Los Dos Plebes,2007.0,La muerte ni los balazos,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Luis Y Julián,Asesino a Sueldo,1983.0,"Vengo a matar a tú padre, así dijo el gatillero",2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Calibre 50,Plebada Alterada,2012.0,Cuerno y calibre 50,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,La Fama De La Pareja,2007.0,cien kilos de contrabando,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Dharius,La Durango,2018.0,Era una Suburban gris y otra troca bien paleta,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,El Tesoro,2008.0,Trae una troca blindada,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0
El Komander,Emilio Quintero,2013.0,"Hisimos el dicomiso, la avioneta se escapo, traiamos barios heridos pero un doctor muy amable nos ayudo en el camino.(y que suene masiso el tololoche pariente desde culiacan sionaloa biejo eaa).",2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Huracanes Del Norte,"Doble Fondo "" Carga Pesada """,1997.0,"En la troca habian clavado, varios kilos de heroina",0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Cadetes De Linares,"Entre Hierba, Polvo Y Plomo",2003.0,"Entre hierba, polvo y plomo",0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Grupo Firme,"Cerveza, Hierva y Polvo",2020.0,"Con cerveza, hierba y polvo, te la conecta",0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,Sócias De La Mafia,2003.0,Transportan chiva y coca y de pilón marihuana,0,2,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Alemán,Bachas,2020.0,"Hierba y polvo, eso es de lo que hablo",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Peso Pluma,Put Em In The Fridge,2024.0,Cuando fumaba mota en blunt con el vecino,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
C-Kan,Latinos Unidos,2014.0,"Mucho, mucho mucho loco, perico coca y foco",0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,El Benefactor De Colima,2008.0,"Que se pasaba su vida entre hierba polvo y sangre,",1,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
Banda Machos,Traficantes Michoacanos,2000.0,El polvo y la hierba mala,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,El Chemo Lopez,2007.0,"cargado de hierba y polvo a las fronteras llegaba,",0,3,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Denilson,Mujeres Y Metales,2021.0,"Mota, fosfo en este bong",0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
C-Kan,El Llanto Del Inmigrante,2015.0,Y Por acá les cruzan marihuana y cocaína,0,3,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Calibre 50,El Burro,2012.0,"Traigo polvo, traigo hierba",0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Dharius,Arenosos,2020.0,"Saca la mota, sácate el bong, saca la lumbre pa' echarme un baizón",0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Carlos Y Jose,El Bipper De Mis Amigos,2012.0,Pa' pedidos de hierba y de coca,0,2,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Dharius,Polvo Blanco,2022.0,"Polvo blanco, hierba verde y pastillas moradas",0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Dharius,Mota y Perico,2022.0,Mota y perico (la neta que estaba especial),0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Dharius,Mota y Perico,2022.0,Mota y perico (y esa carita angelical),0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Dharius,Mota y Perico,2022.0,Mota y perico (tenía un culote sin igual),0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Dharius,Mota y Perico,2022.0,"Mota y perico (la hubieras visto, carnal)",0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Dharius,Mota y Perico,2022.0,Con mota y perico,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Dharius,Mota y Perico,2022.0,Mota y perico,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Dharius,El Pasado Está Olvidado,2022.0,"El perico, los waxazos y las bolas de cristal",0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Dharius,Polvo Blanco,2022.0,El cuarto lleno de humo por la mota y por el wax (ah),0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Dharius,Polvo Blanco,2022.0,El cuarto lleno de humo por la mota y por el wax (por el wax),0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Vaquero's Musical,Avionetas Cargadas,1997.0,para bajar los paquetes de polvo y de hierba mala,0,2,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Grupo Exterminador,Las Monjitas,1996.0,Coca pura y también marihuana,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Dharius,Mota y Perico,2022.0,"Mota y perico (Con whisky, mota y un pascual)",0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Dharius,El Loquerón (Parte 1),2022.0,"Cocaína, marihuana, ya me voy para Tijuana",0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Peso Pluma,PRC,2023.0,"Polvo, ruedas y también cristal",0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Grupo Exterminador,Sangre de Valiente,1998.0,Yo paso con hierba y polvo por toditas las fronteras,0,3,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Mexican Institute Of Sound,Mexico,2024.0,Verde de mota blanco de coca y rojo tu sangre,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Grupo Exterminador,El Cartel De La Calle,1996.0,Para hacer pacas de billetes,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0
Carin León,Banqueteras,2025.0,"Sin decir marcas, son poquitos, pero vale oro su lealtad",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,El Canelo,2007.0,De dólares traiga pacas,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0
Dharius,Hago Lo Que Quiero,2022.0,"Las joyas, los lujos y los autos de colección",0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0
Dharius,Ay Güey Ay Güey,2022.0,"Disco de oro, más conciertos y dinero en mi cartera",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Armando Aguirre,2012.0,las mujeres y el dinero,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0
Dharius,Hago Lo Que Quiero,2022.0,"Buenos lujos, mujeres y adicción",0,0,2,0,1,0,0.0,0.0,0.0,0.0,0.0
Denilson,Lágrimas Y Sangre,2021.0,No traigo joyas ni diamantes soy el mismo de antes,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Natanael Cano,Porque La Demora,2025.0,Con pacas de billetes yo me vuelvo loca,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0
Denilson,Mi Coro,2021.0,Y diamantes en todo el oro (todo el oro),0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0
Denilson,Mi Coro,2021.0,"Hoy tengo oro con diamantes, pero no me olvido cuando vendí cobre",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Adan Cruz,Volare,2015.0,El tiempo es oro vuelvo kilates en dólares mi habilidad garantiza que sonare vida de jet,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0
El As De La Sierra,El Desconocido,1997.0,joyas dinero y sus carros,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Voz De Mando,"El Ranchero Al Que Apodan ""el Mayo"" ",2013.0,Mucho dinero joyas y carros,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Voz De Mando,Gente de Arranque,2013.0,Brillan el oro y diamantes,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Alemán,Quién Si No,2018.0,"De dónde viene supé', con joyas y limosí', dinero en el maletín",0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0
Tito Double P,Dos Días,2024.0,"Me encantan las pacas, me mama el dinero",0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0
Santa Fe Klan,Adiccion,2019.0,"Nunca nos faltan mujeres, dinero, ni mary jane",0,0,3,0,1,0,0.0,0.0,0.0,0.0,0.0
Grupo Exterminador,Me Encanta la Travesura ,2000.0,El dinero es pa gastarlo no es pa tenerlo guardado si no de que me ha servido lo mucho que he trabajado sirvanle a todos mesera no he venido a pedir fiado con billetes en la bolsa lo que me sobra es la carne el pan me lo dejan fiado lo que me falta es el hambre antes que el mundo se acabe voy a vivir a lo grande,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,El Crimen De Culiacan,1996.0,Y unos momentos después llegaba la policía,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Mexican Institute Of Sound,Mexico,2024.0,Con un gobierno involucrado,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Maluma,Hace Un Mes,2024.0,Ahora me tira por text (uh),0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maluma,Hace Un Mes,2024.0,Ahora me tira por text,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
vagón chicano,Carro Negro,2009.0,A todos los federales,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,A Quien Corresponda,2000.0,"Vamos despierten señores, encargados del gobierno",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Banda Machos,Pacas De A Kilo,2000.0,Que tienden los federales,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,El Gallo De Sinaloa ,2008.0,Lo busca la policía,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Colmillo NORTEÑO,CIEN POR UNO,2008.0,Esa es la ley de los colombianos,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Valentin Elizalde,Corrido De Juan Martha,2008.0,y traes la ley en sus manos,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Valentin Elizalde,Juan Luevano Sarmiento,2008.0,Mientras que unos federales,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Valentin Elizalde,Juan Luevano Sarmiento,2008.0,Fueron unos federales,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Banda Machos,Fuera De La Ley,2008.0,De la mafia y de la ley,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Banda Machos,Fuera De La Ley,2008.0,Ando fuera de la ley,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Rodolfo Garza,2008.0,Hombre de muy buena ley,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Valentin Elizalde,Traicion Federal,2008.0,"Se vino un operativo, de verdes y judiciales",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Valentin Elizalde,Traicion Federal,2008.0,"A mi rancho ganadero, llegaron los federales",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Valentin Elizalde,El Escape Del Chapo,2008.0,La policía federal,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Valentin Elizalde,Regresan Los Mafiosos,2008.0,No se respeta al gobierno,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Grupo Exterminador,Los Dos Rivales,1996.0,Alto en nombre de la ley!,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,Armando Soto,1997.0,Los federales disparan,2,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,Armando Soto,1997.0,Un dia les callo el gobierno,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Millonario & W. Corona,Fumando Weed,2012.0,"De la chota ron, ron",0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,Jaime González,1997.0,Con todos los federales,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,Los Compas De Almoloya,1997.0,en las manos de la ley,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Millonario & W. Corona,Controlando,2012.0,Un saludo pa' mis carnales de houston y de ley,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Millonario & W. Corona,Controlando,2012.0,Por aca en santa me conecto con mis compas de ley,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Millonario & W. Corona,Controlando,2012.0,"Los helicópteros, marina y federales",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,Se desgrano la mazorca,1997.0,ya te apalabre la ley,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
El As De La Sierra,La Muerte Del Ligero,1997.0,nunca peleo con ventaja era hombre de mucha ley,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Dinastia De Los Ochoa,2025.0,También a la ley servía,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Dinastia De Los Ochoa,2025.0,Unos falsos judiciales,2,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Illya Kuryaki & The Valderramas,No Way José,1996.0,Sin darse cuenta alertó a la policía,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Grupo Exterminador,El Baje,1997.0,De gobierno disfrazado,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Grupo Exterminador,La Fiesta De Los Perrones,1997.0,El gobierno ya lo sabe,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Banda Sinaloense Los Recoditos,Gordo y Mantecoso,1997.0,Pero el gobierno me busca,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Banda Sinaloense Los Recoditos,Gordo y Mantecoso,1997.0,Porque soy hombre de ley,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
C-Kan,Ten La Tuya,2012.0,Cuando no se vean luces de la policía,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Millonario & W. Corona,Mas Flow Mas Cash,2012.0,"El Mili tira a Lucas, porque el Mili es una fiera",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,El Promotor De Box,1997.0,La ley nunca investigó,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,El Promotor De Box,1997.0,La policía judicial,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,Armando Soto,1997.0,Trabajar Contra el gobierno,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Millonario & W. Corona,Aqui Vou You,2012.0,La policía mil veces me han arresta'o,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Dharius,Mala Decisión,2022.0,"No inmortal, pero sí eterno, y chingue a su madre el gobierno",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
DJ Agustin,Kuley,2013.0,"Aquí no cae la ley, hey",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Huracanes Del Norte,El Gato de Chihuahua,1996.0,Caen federales pa'trás,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Huracanes Del Norte,El Gato de Chihuahua,1996.0,"Hermano, cayó la ley",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Grupo Exterminador,Las Monjitas,1996.0,Y mataron a los federales,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Grupo Exterminador,Los Dos Rivales,1996.0,"no porque seas del gobierno, me importa un poco tu grado,",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Chino Pacas,ZUMBANDO,2025.0,"Y como en GTA, voy rompiendo la ley",0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Chino Pacas,ZUMBANDO,2025.0,"Como en GTA, rompiendo la ley",0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Chino Pacas,FLOTA,2025.0,Escucho murmuros aparentes de la chota,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Peso Pluma,Lady Gaga,2023.0,"Tira jodido, lira jodidón",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Invasores De Nuevo Leon,El Güero Palma,1996.0,"de la ley, y del destino,",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Peso Pluma,VVS,2023.0,"No le falto el respeto a nadie, saben que soy ley",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lorenzo De Monteclaro,Ayer Baje De La Sierra,1988.0,A escondidas del gobierno,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Grupo Exterminador,El Último Viaje,1997.0,Iba violando la ley,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Lorenzo De Monteclaro,La Banda Del Carro Rojo,1988.0,Los otros tres del gobierno,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Dharius,Hago Lo Que Quiero,2022.0,"Las cuentas siguen aumentando, el gobierno me sigue buscando",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Grupo Exterminador,El Muchacho Y El Teniente,1997.0,A penas tenia 20 años pero agallas le sobraban empezó a tartamudear la r-15 que cargaba y a seis de los federales al mas aya los mandaba,3,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Grupo Exterminador,El Dedo,1997.0,Que el gobierno le pagara,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Grupo Exterminador,El Dedo,1997.0,Con la ley me puso el dedo,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Huracanes Del Norte,El Hijo De La Sierra,1997.0,"Él es mi fiel compañero, por si me encuentro al gobierno",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
